building_idx,timestamp,order_value,lat,lon,method
15758,2025-12-07 09:29:59,20266.68,21.190111533663632,72.79017218170557,combined
12168,2025-12-07 04:52:28,10697.9,21.187250608138054,72.8464731180627,combined
5910,2025-12-07 09:02:14,12865.0,21.219749324469607,72.87641889149485,combined
3585,2025-12-07 01:55:32,6775.95,21.189920203202192,72.86316919246826,combined
3585,2025-12-07 11:38:58,12723.83,21.189852909614093,72.86313230450953,combined
3585,2025-12-07 22:13:16,12335.74,21.18988720692781,72.86312703160337,combined
7901,2025-12-07 04:29:41,21335.98,21.23632271136816,72.85831015059874,combined
7901,2025-12-07 15:21:37,16894.89,21.236314261517766,72.85817768014296,combined
25747,2025-12-07 17:01:39,19987.51,21.250789969672315,72.8443044275242,combined
8608,2025-12-07 16:08:15,11229.56,21.233513214239387,72.90423095834502,combined
24332,2025-12-07 20:40:44,18647.2,21.21765557583494,72.78243467679853,combined
24332,2025-12-07 19:17:08,15534.09,21.217669033375653,72.78249878630325,combined
14169,2025-12-07 03:05:52,19210.12,21.18259132110413,72.82639345600805,combined
14169,2025-12-07 18:05:38,7663.96,21.182709443754145,72.82635389833862,combined
14169,2025-12-07 01:47:14,15630.69,21.1826845586258,72.82637211556477,combined
35190,2025-12-07 22:03:10,19560.82,21.338715000585168,72.99277388991182,combined
16257,2025-12-07 23:59:37,10728.65,21.192977311952742,72.78852323731292,combined
16257,2025-12-07 18:29:26,14280.57,21.193073453585363,72.78863589733228,combined
12571,2025-12-07 19:40:28,16710.55,21.18383785,72.83017507203512,combined
17681,2025-12-07 07:22:17,18484.57,21.193689499073873,72.79142721528986,combined
21022,2025-12-07 18:55:49,7718.72,21.187144390991556,72.83650756802655,combined
1291,2025-12-07 03:24:23,1725.97,21.079105844555787,72.86003668732087,combined
20440,2025-12-07 04:38:20,18030.45,21.210454222640756,72.78317515335782,combined
11783,2025-12-07 04:20:06,10000.98,21.1811145442685,72.82014721341703,combined
27548,2025-12-07 08:11:05,13553.3,21.213138267943975,72.79306491560183,combined
27548,2025-12-07 03:48:34,20799.93,21.213095230582347,72.79303427029849,combined
15547,2025-12-07 08:29:58,24559.87,21.18939765410915,72.81832935233635,combined
22404,2025-12-07 19:05:01,18510.77,21.23864821997281,72.85055470469864,combined
9646,2025-12-07 15:25:05,12131.79,21.23438853061289,72.867744242698,combined
3548,2025-12-07 05:21:53,7848.06,21.18969189629066,72.86398599921732,combined
9535,2025-12-07 00:09:15,11240.99,21.2319956474908,72.8622390236368,combined
9535,2025-12-07 02:00:51,22651.45,21.23202794190749,72.86217810564094,combined
9535,2025-12-07 02:21:20,15851.99,21.23192623820159,72.86215084916498,combined
9535,2025-12-07 23:42:04,15638.6,21.231966172821267,72.86214905760328,combined
9535,2025-12-07 18:29:24,12751.19,21.231960017529993,72.86227154630612,combined
34441,2025-12-07 00:13:48,13604.69,21.256052896224418,72.86170196410069,combined
21588,2025-12-07 03:52:29,16549.79,21.204280410402173,72.8367216743592,combined
21588,2025-12-07 11:04:08,12145.81,21.20428562173425,72.83675408639141,combined
21588,2025-12-07 15:30:45,19450.87,21.204303525111204,72.83665993007882,combined
28451,2025-12-07 15:42:07,18004.53,21.238106149140403,72.85072298727681,combined
34011,2025-12-07 12:56:13,17381.76,21.253264735530855,72.86384926667859,combined
17419,2025-12-07 05:36:04,13283.43,21.192959408404597,72.80565091406494,combined
17419,2025-12-07 16:07:05,16384.69,21.193021533539085,72.80554113010979,combined
17419,2025-12-07 09:34:40,11626.82,21.19295405810678,72.80564363243133,combined
17419,2025-12-07 16:53:31,18926.5,21.193025477035786,72.80562322351469,combined
6826,2025-12-07 00:25:53,17223.57,21.22766461147894,72.89826175044239,combined
20348,2025-12-07 05:26:08,13932.17,21.21220223820778,72.78320266749286,combined
20264,2025-12-07 20:03:34,15991.89,21.209240862286126,72.78121326019874,combined
647,2025-12-07 07:45:45,13961.08,21.174136000757724,72.88078341355273,combined
647,2025-12-07 18:43:30,10149.68,21.174124696881712,72.88058790719329,combined
647,2025-12-07 23:56:11,17870.19,21.174030896903044,72.88059515263907,combined
6216,2025-12-07 06:21:28,18613.2,21.224233926132932,72.90495456115144,combined
17481,2025-12-07 15:51:23,12764.82,21.19285423871565,72.81764543392346,combined
31160,2025-12-07 19:20:23,12882.76,21.243016725062454,72.85081122566433,combined
5986,2025-12-07 16:22:13,19304.44,21.220592914254574,72.87383645900708,combined
15397,2025-12-07 20:02:01,18462.15,21.189221309866458,72.8186790313425,combined
18501,2025-12-07 21:37:12,8324.99,21.19763335257074,72.8219965423711,combined
21492,2025-12-07 11:55:59,5281.96,21.19841333876652,72.8271510820767,combined
15117,2025-12-07 08:18:30,20893.12,21.187815055080055,72.81871008927472,combined
15117,2025-12-07 14:51:20,10879.49,21.187818148048933,72.81872265513933,combined
26830,2025-12-07 22:15:27,17389.21,21.253565066502652,72.84615780636601,combined
30044,2025-12-07 02:14:52,10255.1,21.240682262714344,72.85692368121143,combined
18338,2025-12-07 08:47:23,15833.28,21.197360230393407,72.82063178238865,combined
7429,2025-12-07 07:39:09,14258.8,21.233701257551438,72.85674389661942,combined
28245,2025-12-07 03:15:58,12358.37,21.237666052146764,72.85101841040095,combined
25361,2025-12-07 20:47:19,7656.09,21.24894685293719,72.84989152878767,combined
15947,2025-12-07 00:01:45,14117.75,21.190780245026644,72.81786693658978,combined
15947,2025-12-07 14:17:11,13365.44,21.190769613842892,72.81785733597783,combined
5035,2025-12-07 16:11:55,10479.85,21.217132364502454,72.87679495957845,combined
8388,2025-12-07 00:05:28,19069.19,21.23634266553962,72.87734683582157,combined
11794,2025-12-07 12:15:52,13325.23,21.181314200009012,72.82080095494683,combined
9931,2025-12-07 01:52:47,21512.93,21.23853983903976,72.87359014740521,combined
14936,2025-12-07 00:23:37,17401.36,21.1874891394341,72.81864565972228,combined
17372,2025-12-07 07:17:58,12116.88,21.191985291500327,72.7998738710528,combined
25160,2025-12-07 18:34:08,19444.5,21.248431022218515,72.84407546952656,combined
10081,2025-12-07 18:00:05,8227.85,21.07608730964656,72.64401747752997,combined
10081,2025-12-07 08:46:24,3965.52,21.0760727042799,72.64412277465397,combined
10081,2025-12-07 12:11:50,21938.54,21.076261292270818,72.64427320983013,combined
10081,2025-12-07 16:22:07,18192.08,21.07621936557757,72.64426266356516,combined
10081,2025-12-07 10:08:03,12293.19,21.076310712385737,72.64423358209476,combined
32290,2025-12-07 22:53:11,15047.43,21.251628563076782,72.85259850358297,combined
18267,2025-12-07 12:54:48,19221.83,21.197047237775738,72.8215001049584,combined
28792,2025-12-07 02:55:54,15002.29,21.23913656599058,72.85765797595056,combined
33089,2025-12-07 16:59:55,7723.92,21.24771016388947,72.91669093996623,combined
15030,2025-12-07 19:30:05,19402.26,21.187906921595236,72.82018287914799,combined
28261,2025-12-07 18:31:06,11675.99,21.23813831288577,72.84920625525038,combined
18497,2025-12-07 02:16:45,11166.03,21.19796407271853,72.79095938789499,combined
10943,2025-12-07 15:48:59,21319.33,21.13265914474051,72.6533663943006,combined
19487,2025-12-07 02:23:58,13297.72,21.200655900085156,72.78311909129596,combined
19667,2025-12-07 04:03:21,21696.64,21.201396445674355,72.78451205315169,combined
19667,2025-12-07 10:35:25,15896.48,21.20139213578263,72.78454237908372,combined
2346,2025-12-07 11:49:49,8002.66,21.184518392783385,72.85659177030698,combined
2346,2025-12-07 09:42:55,12605.24,21.184498269234112,72.85656367286184,combined
2346,2025-12-07 10:35:36,16966.16,21.18446097611627,72.85659288414107,combined
28520,2025-12-07 12:12:34,13950.86,21.238505598629104,72.85352173044656,combined
17964,2025-12-07 19:42:47,19825.13,21.194222505233174,72.80780903508277,combined
28104,2025-12-07 04:04:30,11597.73,21.2372242192958,72.85421015687544,combined
10217,2025-12-07 14:07:01,15447.9,21.07896619785076,72.64238752173581,combined
10217,2025-12-07 21:50:34,13638.98,21.0789034065191,72.64245616387197,combined
10217,2025-12-07 08:31:35,12823.69,21.078956269106303,72.64244270614549,combined
10217,2025-12-07 13:31:37,18492.73,21.078963366854442,72.64243940357689,combined
10217,2025-12-07 18:08:26,14124.67,21.078946802688986,72.64244296663715,combined
3386,2025-12-07 20:13:38,11805.51,21.18924330748856,72.86250626628086,combined
11963,2025-12-07 05:52:30,28714.1,21.181804668795692,72.82640922151906,combined
11963,2025-12-07 18:00:41,14033.95,21.18185656032822,72.8262785801094,combined
11963,2025-12-07 04:08:18,21715.66,21.181934114360747,72.82640117012036,combined
12611,2025-12-07 07:14:08,14444.22,21.184076560048908,72.83100718815744,combined
16133,2025-12-07 19:01:00,14964.51,21.189444828756923,72.78739057085625,combined
14129,2025-12-07 13:02:07,14756.49,21.182368276197817,72.82371009641655,combined
21495,2025-12-07 17:43:43,15864.4,21.198478868392527,72.82865682908911,combined
19897,2025-12-07 05:42:00,5382.96,21.206546111977644,72.78363302072918,combined
19897,2025-12-07 15:12:24,20781.46,21.20658742919611,72.7836249974146,combined
19897,2025-12-07 22:18:47,15034.88,21.20659722255555,72.78363785910177,combined
26494,2025-12-07 09:59:34,15929.89,21.2531201884781,72.8479388979962,combined
19148,2025-12-07 05:40:09,16180.28,21.19681546518944,72.78716012066037,combined
8653,2025-12-07 19:53:38,17067.18,21.23628446415567,72.90188969533601,combined
7524,2025-12-07 02:04:49,21336.82,21.235261994567516,72.85359485268725,combined
32925,2025-12-07 21:34:34,15838.82,21.243078392067325,72.87852536756864,combined
32925,2025-12-07 02:47:40,25580.43,21.24308978561277,72.87847177172128,combined
21373,2025-12-07 00:43:22,7834.45,21.19789816564069,72.82933198614117,combined
22796,2025-12-07 05:08:31,9073.82,21.240768297674084,72.84589680357963,combined
21558,2025-12-07 11:08:31,25895.26,21.200738470308394,72.8391361284212,combined
21558,2025-12-07 13:01:41,21001.21,21.200820705271802,72.8393139149276,combined
9653,2025-12-07 09:12:18,14515.17,21.235700417526793,72.86968176938525,combined
61,2025-12-07 02:00:33,17249.2,21.09114906378741,72.99241020319849,combined
27007,2025-12-07 00:41:58,11216.57,21.199068863820486,72.82374755380327,combined
27007,2025-12-07 21:52:44,13896.54,21.199102748189485,72.82374886172201,combined
27007,2025-12-07 18:47:01,8077.91,21.199057133930573,72.82373513528721,combined
27007,2025-12-07 15:01:05,19000.64,21.199117231301802,72.82378282579835,combined
